,DATAFLOW,FREQ,REF_AREA,SECTOR,COUNTERPART_SECTOR,TRANSACTION,INSTR_ASSET,ACTIVITY,EXPENDITURE,UNIT_MEASURE,PRICE_BASE,TRANSFORMATION,TABLE_IDENTIFIER,TIME_PERIOD,OBS_VALUE,REF_YEAR_PRICE,CONF_STATUS,DECIMALS,OBS_STATUS,UNIT_MULT,CURRENCY
129,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,RTU,_Z,USD_EXC,V,N,T0103,2019,129740.788,,F,1,A,6,_Z
130,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,RTU,_Z,USD_EXC,V,N,T0103,2002,127327.955,,F,1,A,6,_Z
131,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,RTU,_Z,USD_EXC,V,N,T0103,2001,132514.93,,F,1,A,6,_Z
132,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,RTU,_Z,USD_EXC,V,N,T0103,2000,143474.491,,F,1,A,6,_Z
133,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,RTU,_Z,USD_EXC,V,N,T0103,1999,135859.311,,F,1,A,6,_Z
134,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,_T,_Z,XDC,V,N,T0103,2003,255080600.0,,F,1,A,6,JPY
135,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,_T,_Z,XDC,V,N,T0103,2002,257309900.0,,F,1,A,6,JPY
136,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,_T,_Z,XDC,V,N,T0103,2001,266480000.0,,F,1,A,6,JPY
137,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,_T,_Z,XDC,V,N,T0103,2000,269760700.0,,F,1,A,6,JPY
138,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,_T,_Z,XDC,V,N,T0103,1999,269117500.0,,F,1,A,6,JPY
139,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,_T,_Z,XDC,V,N,T0103,1998,274439000.0,,F,1,A,6,JPY
140,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,_T,_Z,XDC,V,N,T0103,1997,278619700.0,,F,1,A,6,JPY
141,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,_T,_Z,XDC,V,N,T0103,1996,270561600.0,,F,1,A,6,JPY
142,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,_T,_Z,XDC,V,N,T0103,1995,265944800.0,,F,1,A,6,JPY
143,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,_T,_Z,XDC,V,N,T0103,1994,261592900.0,,F,1,A,6,JPY
144,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,_T,_Z,XDC,V,N,T0103,1993,256543381.383,,F,1,E,6,JPY
145,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,_T,_Z,XDC,V,N,T0103,1992,251113052.782,,F,1,E,6,JPY
146,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,_T,_Z,XDC,V,N,T0103,1991,243216615.748,,F,1,E,6,JPY
147,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,_T,_Z,XDC,V,N,T0103,1990,225147988.743,,F,1,E,6,JPY
148,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,_T,_Z,XDC,V,N,T0103,1989,208140422.883,,F,1,E,6,JPY
149,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,_T,_Z,XDC,V,N,T0103,1988,194249915.926,,F,1,E,6,JPY
150,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,_T,_Z,XDC,V,N,T0103,1987,183568131.519,,F,1,E,6,JPY
151,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,_T,_Z,XDC,V,N,T0103,1986,177378063.736,,F,1,E,6,JPY
152,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,_T,_Z,XDC,V,N,T0103,1985,170173261.576,,F,1,E,6,JPY
153,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,_T,_Z,XDC,V,N,T0103,1970,31358366.048,,F,1,E,6,JPY
154,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,_T,_Z,XDC,V,N,T0103,2023,301191900.0,,F,1,A,6,JPY
155,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,_T,_Z,XDC,V,N,T0103,2022,295260400.0,,F,1,A,6,JPY
156,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,_T,_Z,XDC,V,N,T0103,2021,288639600.0,,F,1,A,6,JPY
157,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,_T,_Z,XDC,V,N,T0103,2020,283079000.0,,F,1,A,6,JPY
158,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,_T,_Z,XDC,V,N,T0103,2019,286784600.0,,F,1,A,6,JPY
159,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,_T,_Z,XDC,V,N,T0103,2018,281235300.0,,F,1,A,6,JPY
160,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,_T,_Z,XDC,V,N,T0103,2017,271992200.0,,F,1,A,6,JPY
161,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,_T,_Z,XDC,V,N,T0103,2016,267291800.0,,F,1,A,6,JPY
162,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,_T,_Z,XDC,V,N,T0103,2015,260504900.0,,F,1,A,6,JPY
163,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,_T,_Z,XDC,V,N,T0103,2014,257408000.0,,F,1,A,6,JPY
164,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,_T,_Z,XDC,V,N,T0103,2013,253202100.0,,F,1,A,6,JPY
165,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,_T,_Z,XDC,V,N,T0103,2012,251514100.0,,F,1,A,6,JPY
166,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,_T,_Z,XDC,V,N,T0103,2011,251454000.0,,F,1,A,6,JPY
167,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,_T,_Z,XDC,V,N,T0103,2010,251043600.0,,F,1,A,6,JPY
168,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,_T,_Z,XDC,V,N,T0103,2009,253660600.0,,F,1,A,6,JPY
169,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,_T,_Z,XDC,V,N,T0103,2008,266666700.0,,F,1,A,6,JPY
170,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,_T,_Z,XDC,V,N,T0103,2007,266484600.0,,F,1,A,6,JPY
171,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,_T,_Z,XDC,V,N,T0103,2006,265057900.0,,F,1,A,6,JPY
172,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,_T,_Z,XDC,V,N,T0103,2005,260470500.0,,F,1,A,6,JPY
173,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,_T,_Z,XDC,V,N,T0103,2004,255851600.0,,F,1,A,6,JPY
174,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,_T,_Z,XDC,V,N,T0103,1980,128206061.105,,F,1,E,6,JPY
175,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,_T,_Z,XDC,V,N,T0103,1979,118043608.546,,F,1,E,6,JPY
176,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,_T,_Z,XDC,V,N,T0103,1978,109212002.505,,F,1,E,6,JPY
177,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,_T,_Z,XDC,V,N,T0103,1977,101066663.36,,F,1,E,6,JPY
178,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,_T,_Z,XDC,V,N,T0103,1976,90473180.132,,F,1,E,6,JPY
179,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,_T,_Z,XDC,V,N,T0103,1975,80209950.558,,F,1,E,6,JPY
180,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,_T,_Z,XDC,V,N,T0103,1974,68832766.266,,F,1,E,6,JPY
181,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,_T,_Z,XDC,V,N,T0103,1973,54252151.03,,F,1,E,6,JPY
182,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,_T,_Z,XDC,V,N,T0103,1972,43285842.004,,F,1,E,6,JPY
183,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,_T,_Z,XDC,V,N,T0103,1971,37181507.799,,F,1,E,6,JPY
184,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,_T,_Z,XDC,V,N,T0103,1984,162701387.583,,F,1,E,6,JPY
185,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,_T,_Z,XDC,V,N,T0103,1983,154239229.451,,F,1,E,6,JPY
186,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,_T,_Z,XDC,V,N,T0103,1982,146703111.716,,F,1,E,6,JPY
187,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,_T,_Z,XDC,V,N,T0103,1981,138813999.854,,F,1,E,6,JPY
188,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,BTE,_Z,USD_EXC,V,N,T0103,2008,573349.363,,F,1,A,6,_Z
189,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,BTE,_Z,USD_EXC,V,N,T0103,2007,506056.17,,F,1,A,6,_Z
190,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,BTE,_Z,USD_EXC,V,N,T0103,2006,506766.542,,F,1,A,6,_Z
191,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,BTE,_Z,USD_EXC,V,N,T0103,2005,524739.96,,F,1,A,6,_Z
192,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,BTE,_Z,USD_EXC,V,N,T0103,2004,526794.034,,F,1,A,6,_Z
193,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,BTE,_Z,USD_EXC,V,N,T0103,2003,492568.737,,F,1,A,6,_Z
194,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,BTE,_Z,USD_EXC,V,N,T0103,2002,459000.791,,F,1,A,6,_Z
195,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,BTE,_Z,USD_EXC,V,N,T0103,2001,497409.887,,F,1,A,6,_Z
196,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,BTE,_Z,USD_EXC,V,N,T0103,2000,581090.432,,F,1,A,6,_Z
197,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,BTE,_Z,USD_EXC,V,N,T0103,1999,562878.574,,F,1,A,6,_Z
198,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,BTE,_Z,USD_EXC,V,N,T0103,1998,505963.469,,F,1,A,6,_Z
199,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,BTE,_Z,USD_EXC,V,N,T0103,1997,566546.089,,F,1,A,6,_Z
200,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,BTE,_Z,USD_EXC,V,N,T0103,1996,618914.174,,F,1,A,6,_Z
201,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,BTE,_Z,USD_EXC,V,N,T0103,1995,711052.512,,F,1,A,6,_Z
202,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,BTE,_Z,USD_EXC,V,N,T0103,1994,657904.741,,F,1,A,6,_Z
203,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,BTE,_Z,USD_EXC,V,N,T0103,2023,449043.391,,F,1,A,6,_Z
204,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,BTE,_Z,USD_EXC,V,N,T0103,2018,545668.947,,F,1,A,6,_Z
205,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,BTE,_Z,USD_EXC,V,N,T0103,2017,518381.032,,F,1,A,6,_Z
206,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,BTE,_Z,USD_EXC,V,N,T0103,2016,523687.667,,F,1,A,6,_Z
207,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,BTE,_Z,USD_EXC,V,N,T0103,2015,461451.936,,F,1,A,6,_Z
208,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,BTE,_Z,USD_EXC,V,N,T0103,2014,514776.655,,F,1,A,6,_Z
209,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,BTE,_Z,USD_EXC,V,N,T0103,2013,544843.909,,F,1,A,6,_Z
210,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,BTE,_Z,USD_EXC,V,N,T0103,2012,667111.119,,F,1,A,6,_Z
211,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,BTE,_Z,USD_EXC,V,N,T0103,2011,670110.225,,F,1,A,6,_Z
212,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,BTE,_Z,USD_EXC,V,N,T0103,2010,602328.267,,F,1,A,6,_Z
213,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,BTE,_Z,USD_EXC,V,N,T0103,2009,557700.655,,F,1,A,6,_Z
214,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,BTE,_Z,USD_EXC,V,N,T0103,2022,461042.261,,F,1,A,6,_Z
215,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,BTE,_Z,USD_EXC,V,N,T0103,2021,543256.957,,F,1,A,6,_Z
216,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,BTE,_Z,USD_EXC,V,N,T0103,2020,550754.672,,F,1,A,6,_Z
217,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,BTE,_Z,USD_EXC,V,N,T0103,2019,556578.167,,F,1,A,6,_Z
218,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,C,_Z,XDC,V,N,T0103,2009,48264000.0,,F,1,A,6,JPY
219,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,C,_Z,XDC,V,N,T0103,2008,55336400.0,,F,1,A,6,JPY
220,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,C,_Z,XDC,V,N,T0103,2007,55564000.0,,F,1,A,6,JPY
221,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,C,_Z,XDC,V,N,T0103,2006,54902800.0,,F,1,A,6,JPY
222,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,C,_Z,XDC,V,N,T0103,2005,53551200.0,,F,1,A,6,JPY
223,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,C,_Z,XDC,V,N,T0103,2004,52786000.0,,F,1,A,6,JPY
224,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,C,_Z,XDC,V,N,T0103,2003,52791200.0,,F,1,A,6,JPY
225,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,C,_Z,XDC,V,N,T0103,2002,53040900.0,,F,1,A,6,JPY
226,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,C,_Z,XDC,V,N,T0103,2001,55804400.0,,F,1,A,6,JPY
227,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,C,_Z,XDC,V,N,T0103,2000,57983200.0,,F,1,A,6,JPY
228,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,C,_Z,XDC,V,N,T0103,1999,59721800.0,,F,1,A,6,JPY
229,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,C,_Z,XDC,V,N,T0103,1998,61824600.0,,F,1,A,6,JPY
230,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,C,_Z,XDC,V,N,T0103,1997,64158600.0,,F,1,A,6,JPY
231,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,C,_Z,XDC,V,N,T0103,1996,62943600.0,,F,1,A,6,JPY
232,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,C,_Z,XDC,V,N,T0103,1995,62416100.0,,F,1,A,6,JPY
233,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,C,_Z,XDC,V,N,T0103,1994,62867400.0,,F,1,A,6,JPY
234,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,C,_Z,XDC,V,N,T0103,2019,57133000.0,,F,1,A,6,JPY
235,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,C,_Z,XDC,V,N,T0103,2018,56734600.0,,F,1,A,6,JPY
236,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,C,_Z,XDC,V,N,T0103,2017,54643000.0,,F,1,A,6,JPY
237,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,C,_Z,XDC,V,N,T0103,2016,53493100.0,,F,1,A,6,JPY
238,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,C,_Z,XDC,V,N,T0103,2015,52387900.0,,F,1,A,6,JPY
239,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,C,_Z,XDC,V,N,T0103,2014,51065000.0,,F,1,A,6,JPY
240,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,C,_Z,XDC,V,N,T0103,2013,49723600.0,,F,1,A,6,JPY
241,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,C,_Z,XDC,V,N,T0103,2012,49671400.0,,F,1,A,6,JPY
242,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,C,_Z,XDC,V,N,T0103,2011,49785900.0,,F,1,A,6,JPY
243,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,C,_Z,XDC,V,N,T0103,2010,49100700.0,,F,1,A,6,JPY
244,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,C,_Z,XDC,V,N,T0103,2023,59558500.0,,F,1,A,6,JPY
245,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,C,_Z,XDC,V,N,T0103,2022,57110900.0,,F,1,A,6,JPY
246,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,C,_Z,XDC,V,N,T0103,2021,56044300.0,,F,1,A,6,JPY
247,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D1,_Z,C,_Z,XDC,V,N,T0103,2020,55251600.0,,F,1,A,6,JPY
248,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D11,_Z,_T,_Z,XDC,V,N,T0103,2021,244223700.0,,F,1,A,6,JPY
249,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D11,_Z,_T,_Z,XDC,V,N,T0103,2020,239655800.0,,F,1,A,6,JPY
250,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D11,_Z,_T,_Z,XDC,V,N,T0103,2019,243074800.0,,F,1,A,6,JPY
251,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D11,_Z,_T,_Z,XDC,V,N,T0103,2018,238532800.0,,F,1,A,6,JPY
252,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D11,_Z,_T,_Z,XDC,V,N,T0103,2017,230363300.0,,F,1,A,6,JPY
253,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D11,_Z,_T,_Z,XDC,V,N,T0103,2016,226699900.0,,F,1,A,6,JPY
254,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D11,_Z,_T,_Z,XDC,V,N,T0103,2015,221088600.0,,F,1,A,6,JPY
255,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D11,_Z,_T,_Z,XDC,V,N,T0103,2014,219146300.0,,F,1,A,6,JPY
256,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D11,_Z,_T,_Z,XDC,V,N,T0103,2013,216136200.0,,F,1,A,6,JPY
257,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D11,_Z,_T,_Z,XDC,V,N,T0103,1998,240738300.0,,F,1,A,6,JPY
258,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D11,_Z,_T,_Z,XDC,V,N,T0103,1997,245414900.0,,F,1,A,6,JPY
259,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D11,_Z,_T,_Z,XDC,V,N,T0103,1996,238476500.0,,F,1,A,6,JPY
260,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_INCOME(2.0),A,JPN,S1,S1,D11,_Z,_T,_Z,XDC,V,N,T0103,1995,234609900.0,,F,1,A,6,JPY
